Type,Title,eclrow,Content,eclrow7,Content8,Image
 UNIVERSO   , LP-17-C-M1 ,Useful luminous flux, 820,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 UNIVERSO   , LP-17-N-M3 ,Useful luminous flux, 2 900,Energy consumption in on-mode, 21,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Ribolighting BV , S39-63W-4000K ,Useful luminous flux, 1 610,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ASLED , MAM7BZIG ,Useful luminous flux, 866,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 UNIVERSO   , T8-26W-ON ,Useful luminous flux, 3 200,Energy consumption in on-mode, 26,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Stealth Light srl , ST-240L-2300-24-IP20-LW-30 ,Useful luminous flux, 3 049,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 e3light , 0141160231 ,Useful luminous flux, 2 910,Energy consumption in on-mode, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 e3light , 0141160322 ,Useful luminous flux, 2 906,Energy consumption in on-mode, 29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 e3light , 0141160421 ,Useful luminous flux, 3 942,Energy consumption in on-mode, 42,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Xavax , 00112805 ,Useful luminous flux, 470,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Xavax , 00112812 ,Useful luminous flux, 470,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Xavax , 00112823 ,Useful luminous flux, 470,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TUNGSRAM , 93120610 RLM ,Useful luminous flux, 1 650,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TUNGSRAM , 93120620 RLM ,Useful luminous flux, 3 100,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TUNGSRAM , 93120621 RLM ,Useful luminous flux, 3 100,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Salling Group , 10015683 ,Useful luminous flux, 2 100,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Be-Led , BL11506508 ,Useful luminous flux, 5 500,Energy consumption in on-mode, 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Ljusprojekt , Hestia Art 603001 ,Useful luminous flux, 1 980,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Ljusprojekt , Hestia Art 604031 ,Useful luminous flux, 2 160,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 tim GmbH & Co. KG , 10032#_11838_LM ,Useful luminous flux, 1 350,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 tim GmbH & Co. KG , 11384 ,Useful luminous flux, 1 490,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 tim GmbH & Co. KG , 11711 ,Useful luminous flux, 1 700,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 QLT , A41F24144540 ,Useful luminous flux, 3 250,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ΦOS_ME , 44-05393 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU03J-1206C9-272H6U2 ,Useful luminous flux, 2 199,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU03J-1208C9-272H5U2 ,Useful luminous flux, 2 999,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU03J-1210C9-352H5U2 ,Useful luminous flux, 3 927,Energy consumption in on-mode, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU04J-1212C9-272H5U2 ,Useful luminous flux, 4 651,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU701-0303C4-303M2K1 ,Useful luminous flux, 595,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU701-0303C4-503M2K1 ,Useful luminous flux, 623,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU701-0304C4-353M2K1 ,Useful luminous flux, 807,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU701-0304C4-403M2K1 ,Useful luminous flux, 817,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU028-1202C4-273H5M3-F1 ,Useful luminous flux, 746,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU028-1204C4-273M2M2-F1 ,Useful luminous flux, 1 674,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU028-1204C4-403H5M3-F1 ,Useful luminous flux, 1 521,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1206C4-303H6M3-F1 ,Useful luminous flux, 2 202,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1206C4-353H5M3-F1 ,Useful luminous flux, 2 353,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1208C4-303H5M3-F1 ,Useful luminous flux, 3 033,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1206C4-353H6M3-F1 ,Useful luminous flux, 2 234,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1206C4-403H5M3-F1 ,Useful luminous flux, 2 354,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU038-1208C4-353H6M3-F1 ,Useful luminous flux, 2 922,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU048-1211C4-303H5M3-F1 ,Useful luminous flux, 4 312,Energy consumption in on-mode, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU048-1211C4-573H5M3-F1 ,Useful luminous flux, 4 528,Energy consumption in on-mode, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU048-1212C4-353H5M3-F1 ,Useful luminous flux, 4 771,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU048-1212C4-353H6M3-F1 ,Useful luminous flux, 4 532,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU048-1812C4-303H5M3-F1 ,Useful luminous flux, 6 885,Energy consumption in on-mode, 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU058-3618C4-273M2M2-F1 ,Useful luminous flux, 22 647,Energy consumption in on-mode, 166,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU550-3626C1-303M2G2-B24 ,Useful luminous flux, 31 066,Energy consumption in on-mode, 244,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU7B2-0701C4-403M2R1 ,Useful luminous flux, 467,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
" CITIZEN ELECTRONICS CO., LTD. ", CLU7B2-0701C4-353M2R1 ,Useful luminous flux, 460,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SIMES S.p.A. , PCB2252-930 ,Useful luminous flux, 870,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 QLT , A41H24070024 ,Useful luminous flux, 2 900,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 YYZB , YYZB30403WW3000K ,Useful luminous flux, 470,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Stealth Light srl , OT-140L-1440-24-IP20-WW ,Useful luminous flux, 1 791,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Stealth Light srl , OT-140L-1440-24-IP20-NW-30 ,Useful luminous flux, 1 856,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Stealth Light srl , OT-140L-1440-24-IP20-CW-30 ,Useful luminous flux, 1 891,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 FLOS ARCHITECTURAL , 7230900562V04 ,Useful luminous flux, 578,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Filed , E278WECL ,Useful luminous flux, 1 040,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
